InChIKey	SMILES	Name	Synonyms
ZLYVTQGSZRQZLA-UHFFFAOYSA-N	c1cc2n(c1)-c3ccc(cc3NC2=O)CN4CCCC4	7-(pyrrolidin-1-ylmethyl)pyrrolo[1,2-a]quinoxalin-4(5H)-one	
AELCINSCMGFISI-DTWKUNHWSA-N	c1ccc(cc1)[C@@H]2C[C@H]2N	(1R,2S)-2-phenylcyclopropanamine	
VKQPTVJDZIILPG-UHFFFAOYSA-N	Cc1ccc(cc1Nc2ccnc3c2ccc(c3)c4csc(n4)C=O)O	4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde	
PMMLSQFPBFKLHH-UHFFFAOYSA-N	Cc1ccc(cc1c2ccc(cc2)C(=O)Nc3cccc(c3)C#N)c4nnc(o4)C	N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide	
FOHZGCHKLPIBBX-UHFFFAOYSA-N	Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)c4nnc(o4)C	N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide	
BOPSUAHGQHFKGG-UHFFFAOYSA-N	Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CC4	N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide	N3-cyclopropyl-N4'-(cyclopropylmethyl)-6-methyl-3,4'-biphenyldicarboxamide
BOQNSWFZUHQNRG-UHFFFAOYSA-N	Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)NC(=O)c4ccnc(c4)N5CCOCC5	N-{4'-[(cyclopropylmethyl)carbamoyl]-6-methylbiphenyl-3-yl}-2-morpholin-4-ylpyridine-4-carboxamide	N-(4'-{[(cyclopropylmethyl)amino]carbonyl}-6-methyl-3-biphenylyl)-2-(4-morpholinyl)-4-pyridinecarboxamide
ULOXOLOOGPGSSX-YFKPBYRVSA-N	c1c([nH]cn1)C[C@@H](CO[As](O)(O)O)N	{[(2S)-2-amino-3-(1H-imidazol-5-yl)propyl]oxy}(trihydroxy)-lambda~5~-arsanyl	
QZZKIVADHWVJFF-UFFCYROPSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]4[C@H]([C@H](C(=O)[C@@H](O4)CO)O)O)O)O)N=C(NC2=O)N	GUANOSINE 5'-DIPHOSPHATE-4-KETO-BETA-L-GULOSE	
MVMSCBBUIHUTGJ-HVMPVDAASA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N	GUANOSINE 5'-DIPHOSPHATE-BETA-L-GULOSE	
HMOAZJHSXXENHE-KRWDZBQOSA-N	C[N@]1CC[C@@H](C1)N(Cc2ccccc2C(F)(F)F)c3ccc(c(c3)Cl)C#N	2-chloro-4-{[(3S)-1-methylpyrrolidin-3-yl][2-(trifluoromethyl)benzyl]amino}benzonitrile	
DSLZVSRJTYRBFB-LLEIAEIESA-L	[C@H]([C@@H]([C@@H](C(=O)[O-])O)O)([C@H](C(=O)[O-])O)O	D-GLUCARATE	
WQZGKKKJIJFFOK-AIECOIEWSA-N	C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O	beta-D-gulopyranose	
HXXFSFRBOHSIMQ-FPRJBGLDSA-N	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O	1-O-phosphono-alpha-D-galactopyranose	ALPHA-D-GALACTOSE-1-PHOSPHATE
KLJXQBRQPPSXPZ-WWHASAIZSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@]2(O1)C(=O)N(C(=O)N2)N)O)O)O)O	3-AMINO-8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-6-OXA-1,3-DIAZA-SPIRO[4.5]DECANE-2,4-DIONE	
OEWLGQKSTDZKFN-WWHASAIZSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@]2(O1)C(=O)NC(=S)N2)O)O)O)O	8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-2-THIOXO-6-OXA-1,3-DIAZA-SPIRO[4.5]DECAN-4-ONE	
IHDZZZHACPJCFJ-WWHASAIZSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@]2(O1)C(=O)N(C(=O)N2)O)O)O)O)O	3,8,9,10-TETRAHYDROXY-7-HYDROXYMETHYL-6-OXA-1,3-DIAZA-SPIRO[4.5]DECANE-2,4-DIONE	
LJBUJRWZZYUNKX-JAJWTYFOSA-N	COP(=O)(N[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC	(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YL)-PHOSPHORAMIDIC ACID DIMETHYL ESTER	
RIUIMUSXAGXXON-FMTWGGRWSA-N	CN1C(=O)[C@@]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)NC1=O	8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-3-METHYL-6-OXA-1,3-DIAZA-SPIRO[4.5]DECANE-2,4-DIONE	
VLGAHTYYCHWLNI-BHRZLAGCSA-N	COc1ccc2c3c1O[C@@H]4[C@@]3(CC[N+](=C2)CCCCCCCCN5C(=O)c6ccccc6C5=O)C=C[C@@H](C4)O	GALANTHAMINE DERIVATIVE	(4AR,6S,8AR)-11-[8-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)OCTYL]-6-HYDROXY-3-METHOXY-5,6,9,10-TETRAHYDRO-4AH-[1]BENZOFURO[3A,3,2-EF][2]BENZAZEPIN-11-IUM
MAHIOGAAEAWGLR-UTAYWCBXSA-N	CC(=O)NN1C(=O)[C@@]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)NC1=O	N-(8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-2,4-DIOXO-6-OXA-1,3-DIAZA-SPIRO[4.5]DEC-3-YL-ACETAMIDE	
WQZGKKKJIJFFOK-PHYPRBDBSA-N	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	ALPHA D-GALACTOSE	
WQZGKKKJIJFFOK-DVKNGEFBSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	ALPHA-D-GLUCOSE	
BJBURJZEESAQPG-MOJAZDJTSA-N	C[C@@H]1C[C@@H]([C@H]([C@H](O1)O)O)O	4,6-DIDEOXYGLUCOSE	
YBCDZAGHRGXDRX-HNNXBMFYSA-N	CCCCCCCCCCOCC(COCC(F)(F)F)O[P@@](=O)(O)OC	1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL	
ATMYEINZLWEOQU-DVKNGEFBSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)F)O)O)O)O	1-FLUORO-ALPHA-1-DEOXY-D-GLUCOSE	
UKWLGCFJAVEFPE-DVKNGEFBSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)C(=O)N)O)O)O)O	ALPHA-D-GLUCOPYRANOSYL-2-CARBOXYLIC ACID AMIDE	
FIKXYBCGRJPSSD-VKHMYHEASA-N	C(CC(O)O)[C@@H](C(=O)O)N	5,5-dihydroxy-L-norvaline	
VPVSTMAPERLKKM-XIXRPRMCSA-N	C12C(NC(=O)N1)NC(=O)N2	GLYCOLURIL	
BCDGQXUMWHRQCB-UHFFFAOYSA-N	CC(=O)CN	1-AMINO-PROPAN-2-ONE	
ZDXPYRJPNDTMRX-VKHMYHEASA-N	C(CC(=O)N)[C@@H](C(=O)O)N	GLUTAMINE	
GZCGUPFRVQAUEE-SLPGGIOYSA-N	C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O	D-GLUCOSE IN LINEAR FORM	
XHMJOUIAFHJHBW-UKFBFLRUSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)O)OP(=O)(O)O	GLUCOSAMINE 6-PHOSPHATE	
QUURPCHWPQNNGL-ZAFYKAAXSA-L	C([C@@H]([C@H](C(=O)[O-])O)O)C(=O)C(=O)[O-]	2,3-DIHYDROXY-5-OXO-HEXANEDIOATE	
QRXBDPYWCAAAAI-WWHASAIZSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@]2(O1)C(=O)NC(=O)N2)O)O)O)O	BETA-D-GLUCOPYRANOSE SPIROHYDANTOIN	
KNWYARBAEIMVMZ-DVKNGEFBSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](S1)O)O)O)O)O	5-DEOXY-5-THIO-ALPHA-D-GLUCOSE	
WHUUTDBJXJRKMK-VKHMYHEASA-N	C(CC(=O)O)[C@@H](C(=O)O)N	GLUTAMIC ACID	
HHLFWLYXYJOTON-UHFFFAOYSA-N	C(=O)C(=O)O	GLYOXYLIC ACID	GLYOXALATE, GLYOXYLATE
DHMQDGOQFOQNFH-UHFFFAOYSA-N	C(C(=O)O)N	GLYCINE	
JDFMKMOMBHLESC-OPTWKVKHSA-N	C(C(C1C(C(C(C(O1)O)O)O)OP(=O)(O)O)O)O	4-O-phosphono-L-glycero-alpha-D-manno-heptopyranose	
BEBCJVAWIBVWNZ-UHFFFAOYSA-N	C(C(=O)N)N	AMINOMETHYLAMIDE	GLYCINAMID
SYMIJCRAJBNLEL-YPQBUIQASA-N	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@H](CCCCCCCCCCCCCCCC)O	N-[(1S,2S)-2-HYDROXY-1-({[(2R,3R,4S,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)TETRAHYDRO-2H-PYRAN-2-YL]OXY}METHYL)OCTADECYL]OCTADECANAMIDE	
OOIZAFBOLVYGJT-HDTBOXPDSA-N	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H](CCCCCCCCCCCCCCCCC)O	N-{1-[(HEXOPYRANOSYLOXY)METHYL]-2-HYDROXYNONADECYL}TETRACOSANAMIDE	
NITYDPDXAAFEIT-DYVFJYSZSA-N	CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NC	3-(N-HYDROXYCARBOXAMIDO)-2-ISOBUTYLPROPANOYL-TRP-METHYLAMIDE	GM6001
LMTGTTLGDUACSJ-QQABCQGCSA-N	C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O	1,7-di-O-phosphono-L-glycero-beta-D-manno-heptopyranose	
RYSMHWILUNYBFW-GRIPGOBMSA-N	CN(C)c1c2c(ncn1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N)O	(2R,3R,4S,5S)-4-AMINO-2-[6-(DIMETHYLAMINO)-9H-PURIN-9-YL]-5-(HYDROXYMETHYL)TETRAHYDRO-3-FURANOL	6N-DIMETHYL-3'-DEOXY-AMINO-ADENOSINE
LSPQISZRKHVJOD-LJQANCHMSA-N	[H]/N=C(\N)/N[C@H](c1ccncc1)c2cccc(c2)c3cccc(c3)OC	2-[[3-(3-methoxyphenyl)phenyl]-(4-pyridyl)methyl]guanidine	
SWXKLXXVFMYMDP-UHFFFAOYSA-N	c1ccc2cc(ccc2c1)c3cc4c(c[nH]c4nc3)c5ccc(cc5)CC(=O)O	[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid	
BGWQRWREUZVRGI-QQABCQGCSA-N	C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O)O	L-GLYCERO-D-MANNO-HEPTOPYRANOSE	
CNUFQRWWCPUUQG-CWKIZLMASA-N	COc1cccc(c1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)c4cccc(c4)OC)OS(=O)(=O)O)CO)O	(3-Deoxy-3-(3-methoxy-benzamido)-b-D-galactopyranosyl)-(3-deoxy-3-(3-methoxy-benzamido)-2-O-sulfo-b-D-galactopyranosyl)-sulfide	
BVARSKHQNMUXIB-WOUBZNJSSA-N	CCCCCCCCCCCCCCCCCC\C=C/CCCCCCCC\C=C/CCCCCCCCCCCCCCCCCCC[C@H]([C@@H](CCCCCCCC)C(=O)OC[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	GLUCOSE MONOMYCOLATE	6-O-[(23Z,33Z)-3-HYDROXY-2-OCTYLDOPENTACONTA-23,33-DIENOYL]-ALPHA-D-IDOPYRANOSE
OZLPUNFFCJDMJD-UHFFFAOYSA-N	CC[N+](CC)(CC)CCOc1cccc(c1OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC	2,2',2"-[1,2,3-BENZENE-TRIYLTRIS(OXY)]TRIS[N,N,N-TRIETHYLETHANAMINIUM]	GALLAMINE
NYHBQMYGNKIUIF-UUOKFMHZSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N	GUANOSINE	
WIGIZIANZCJQQY-UWUNEBHHSA-N	CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C	3-ethyl-4-methyl-N-[2-(4-{[(cis-4-methylcyclohexyl)carbamoyl]sulfamoyl}phenyl)ethyl]-2-oxo-2,5-dihydro-1H-pyrrole-1-carboxamide	glimepiride
BCICKRMJBANRAL-LTPGDGGNSA-I	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O[V](O)(O)(O)O)O)O)N=C(NC2=O)N	GUANOSINE-5'-PHOSPHOVANADATE	
LMTGTTLGDUACSJ-QTNLNCNHSA-N	C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O	1,7-di-O-phosphono-D-glycero-beta-D-manno-heptopyranose	
SUFXXEIVBZJOAP-RUZDIDTESA-N	c1ccc(c(c1)SC2=C(C[C@@](NC2=O)(c3ccc(cc3)N4CCOCC4)c5ccsc5)O)Cl	(2~{R})-5-(2-chlorophenyl)sulfanyl-2-(4-morpholin-4-ylphenyl)-4-oxidanyl-2-thiophen-3-yl-1,3-dihydropyridin-6-one	inhibitor GNE-140
FZLJPEPAYPUMMR-FMDGEEDCSA-N	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O	2-(ACETYLAMINO)-2-DEOXY-1-O-PHOSPHONO-ALPHA-D-GLUCOPYRANOSE	N-ACETYL-D-GLUCOSAMINE-1-PHOSPHATE
CFBOGZARBYDHCN-AWEZNQCLSA-N	CC(C)(C)c1ccc(cc1)[C@H]2Nc3c(cccn3)C(=O)N2	2-(4-TERT-BUTYLPHENYL)-1H,2H,3H,4H-PYRIDO(2,3-D)PYRIMIDIN-4-ONE	
ZTWBCEZQPRYIGY-ZROIWOOFSA-N	c1ccc(cc1)CN2C(=O)/C(=C/c3cccc(c3O)[N+](=O)[O-])/SC2=S	(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE	
DAAUVSVERFXBSX-IHICSVBISA-N	CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)NC(=N)N	2,4-DEOXY-4-GUANIDINO-5-N-ACETYL-NEURAMINIC ACID	
QYFGPQQSJQOGEO-TVJRNMROSA-N	c1cc(ccc1COC(O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)[N+](=O)[O-]	S-P-NITROBENZYLOXYCARBONYLGLUTATHIONE	
ODKSFYDXXFIFQN-BYPYZUCNSA-O	[H]/N=C(/N)\NCCC[C@@H](C(=O)O)[NH3+]	2-AMINO-5-GUANIDINO-PENTANOIC ACID	
VFNWTXUFNNOQHD-QFIPXVFZSA-N	COc1ccc(cc1)NCCNC(=O)[C@H](CC2CCCCC2)Nc3nc4ccccc4o3	N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE	
YKBGVTZYEHREMT-KVQBGUIXSA-N	c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)NC(=NC2=O)N	2'-DEOXY-GUANOSINE	
ZGPDMUBRWRJAQQ-UUOKFMHZSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(N)O)O)O)N=C(NC2=O)N	AMINOPHOSPHONIC ACID-GUANYLATE ESTER	
HINPKGVWVQYESB-UHFFFAOYSA-N	c1ccc(cc1)c2c(c(no2)c3cccc(c3)CC(=O)O)C(=O)NCCOc4ccc(cc4Cl)Cl	(3-{4-[2-(2,4-DICHLORO-PHENOXY)-ETHYLCARBAMOYL]-5-PHENYL-ISOXAZOL-3-YL}-PHENYL)-ACETIC ACID	
DRHXTSWSUAJOJZ-JAJWTYFOSA-N	CC1=N[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2S1)CO)O)O	(3aR,5R,6R,7R,7aR)-5-(hydroxymethyl)-2-methyl-5,6,7,7a-tetrahydro-3aH-pyrano[3,2-d][1,3]thiazole-6,7-diol	
UQABYHGXWYXDTK-UUOKFMHZSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(NP(=O)(O)O)O)O)O)N=C(NC2=O)N	PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER	
LIOLGHUQUQDMDF-AVRDEDQJSA-N	C[C@@H](CNc1ccc(cc1)OC(F)(F)F)NC(=O)[C@H](CS(=O)(=O)Cc2ccccc2)NC(=O)N3CCOCC3	N-[(1R)-1-[(BENZYLSULFONYL)METHYL]-2-{[(1S)-1-METHYL-2-{[4-(TRIFLUOROMETHOXY)PHENYL]AMINO}ETHYL]AMINO}-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE	
UKDWCJNGBPZOBU-MRVPVSSYSA-N	c1ccc2c(c1)NC(=O)[C@H](S2)CC(=O)NO	2-(3,4-DIHYDRO-3-OXO-2H-BENZO[B][1,4]THIAZIN-2-YL)-N-HYDROXYACETAMIDE	
PRDZVHCOEWJPOB-UKFBFLRUSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)NS(=O)(=O)O)O)O)O	N-SULFO-ALPHA-D-GLUCOSAMINE	
ASUTZQLVASHGKV-JDFRZJQESA-N	C[N@@]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O	(-)-GALANTHAMINE	
AJBMJMMLWNUEAC-UKFBFLRUSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)NS(=O)(=O)O)OS(=O)(=O)O)O)O	2-deoxy-3-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose	
GQXFZEWSJBOLCT-UHFFFAOYSA-N	c1cc(c2c(c1Cl)c(c([nH]2)C(=O)O)CC(=O)O)Cl	3-(carboxymethyl)-4,7-dichloro-1H-indole-2-carboxylic acid	
UDTYSEWCICAFSB-UHFFFAOYSA-N	c1c(cc(c2c1c(c([nH]2)C(=O)O)CC(=O)O)Cl)Cl	3-(carboxymethyl)-5,7-dichloro-1H-indole-2-carboxylic acid	
AEMRFAOFKBGASW-UHFFFAOYSA-N	C(C(=O)O)O	GLYCOLIC ACID	HYDROXYACETIC ACID; HYDROXYETHANOIC ACID
LOWPPNMRMWEKTJ-UHFFFAOYSA-N	COc1cc(c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccccc2)c3ccc(cc3)N)OC	4-({5-[(4-aminophenyl)(phenyl)sulfamoyl]-2,4-dimethoxyphenyl}amino)-4-oxobutanoic acid	
WNHQAZRUEGMEKF-UHFFFAOYSA-N	c1ccn(c1)c2c(nc(o2)C3CC3)c4[nH]nnn4	5-[2-cyclopropyl-5-(1H-pyrrol-1-yl)-1,3-oxazol-4-yl]-1H-1,2,3,4-tetrazole	
GVUGRCGKZRTSLY-XYPQWYOHSA-N	c1ccc2c(c1)C=Cc3ccccc3N2CCCN4CCN(CC4)CCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O	2-{4-[3-(5H-dibenzo[b,f]azepin-5-yl)propyl]piperazin-1-yl}ethyl beta-D-glucopyranoside	
PEDCQBHIVMGVHV-UHFFFAOYSA-N	C(C(CO)O)O	GLYCEROL	GLYCERIN; PROPANE-1,2,3-TRIOL
JDELUWYDJMPPMI-SBZSCLMQSA-M	c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)([O-])OC[C@H](CCC(=O)[O-])[NH3+])O)O)N	GLUTAMOL-AMP	
NLCVJSNNNWJBCS-YDMGZANHSA-N	CO[C@@H]1[C@H]([C@H]([C@H]([C@H]1O)O)O)N	(1R,2R,3R,4S,5R)-4-amino-5-methoxycyclopentane-1,2,3-triol	
VBXHGXTYZGYTQG-SQOUGZDYSA-N	C([C@@H]1[C@H]([C@@H]([C@H](/C(=N/O)/N1)O)O)O)O	(2S,3S,4R,5R)-6-(HYDROXYAMINO)-2-(HYDROXYMETHYL)-2,3,4,5-TETRAHYDROPYRIDINE-3,4,5-TRIOL	D-GLUCONHYDROXIMO-1,5-LACTAM
ASRLDHHNHXDEKP-RZBPYSQRSA-N	C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@]([C@@H]([C@H](O2)CO)O)(CO)O)O)F	5-fluoro-1-[3-C-(hydroxymethyl)-beta-D-glucopyranosyl]pyrimidine-2,4(1H,3H)-dione	
YMJBYRVFGYXULK-QZABAPFNSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)N)O)O)O	GLUCOSAMINE 1-PHOSPHATE	
OCJWYBKRHNXUME-KQYNXXCUSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(CP(=O)(O)O)O)O)O)N=C(NC2=O)N	PHOSPHOMETHYLPHOSPHONIC ACID GUANOSYL ESTER	
AAXYAFFKOSNMEB-MHARETSRSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)OP(=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5N=C(NC6=O)N)O)O)O)O)N=C(NC2=O)N	DIGUANOSINE-5'-TRIPHOSPHATE	
QWDBGVNDGYUIAC-UKFBFLRUSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)OP(=O)(O)O)O	GLUCOSAMINE 4-PHOSPHATE	
RELSGTOCAPVUGP-DTFXMBEISA-N	c1nc2c(n1[C@@H]3[C@H]([C@H]([C@@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5N=C(NC6=O)N)O)O)O)O)N=C(NC2=O)N	DIGUANOSINE-PENTAPHOSPHATE	
HQWKMDKTTCPCMQ-UHFFFAOYSA-N	[H]/N=C(\c1ccc(cc1)NC(=O)Nc2ccc(cc2)Cl)/N	1-(4-AMIDINOPHENYL)-3-(4-CHLOROPHENYL)UREA	
NMIBJXZODRRZEA-NTSPIXPOSA-N	CCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCCCCC=CC/C=C/CCC	(1R)-2-{[(S)-(2-aminoethoxy)(hydroxy)phosphoryl]oxy}-1-[(pentadecanoyloxy)methyl]ethyl (12E)-hexadeca-9,12-dienoate	1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphoethanolamine
ZHCAYBOLUMAUQX-UHFFFAOYSA-N	c1ccc(cc1)Oc2ccc(cc2)NC(=O)Nc3ccc(cc3)C(=N)N	1-(2-AMIDINOPHENYL)-3-(PHENOXYPHENYL)UREA	
AWUCVROLDVIAJX-GSVOUGTGSA-L	C(C(COP(=O)([O-])[O-])O)O	(2R)-2,3-dihydroxypropyl phosphate	
XNBJHKABANTVCP-REOHCLBHSA-N	[H]/N=C(/N)\NC[C@@H](C(=O)O)N	2-AMINO-3-GUANIDINO-PROPIONIC ACID	
FICRNCFTTZHHPO-HNNXBMFYSA-N	Cc1c2c(c[nH]c2nc(n1)N)CCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	N-[4-[2-(2-AMINO-4-METHYL-7H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYL]GLUTAMIC ACID	
ZSBUMMSBXYRQAK-FOJQSULLSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CC(=NC5=O)N)O)O)F)N=C(NC2=O)N	2'-FLUOROGUANYLYL-(3'-5')-PHOSPHOCYTIDINE	
DRNSMVBRYJDNAT-CYCRINRGSA-N	C[C@@H]1[C@H](C[C@@H]([C@H](O1)O[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3N=C(NC4=O)N)O)O)O)N	(2R,3S,5S,6R)-5-amino-3-hydroxy-6-methyl-oxan-2-yl	
JZNWSCPGTDBMEW-RXMQYKEDSA-N	C(CO[P@](=O)(O)OC[C@@H](CO)O)N	L-ALPHA-GLYCEROPHOSPHORYLETHANOLAMINE	
XDDAORKBJWWYJS-UHFFFAOYSA-N	C(C(=O)O)NCP(=O)(O)O	N-(phosphonomethyl)glycine	
YYNDAHWXMRBBRC-MHARETSRSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[C@@H]4[C@@H]([C@H](O[C@H]4n5cnc6c5N=C(NC6=O)N)CO)O)O)O)N=C(NC2=O)N	GUANYLYL-2',5'-PHOSPHOGUANOSINE	
JDFMKMOMBHLESC-XQCVOTFFSA-N	C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)OP(=O)(O)O)O)O	4-O-phosphono-D-glycero-beta-D-manno-heptopyranose	
OQAHHWOPVDDWHD-INIZCTEOSA-N	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc2cccnc2	(2S)-[3-PYRIDYL-1-PROPYL]-1-[3,3-DIMETHYL-1,2-DIOXOPENTYL]-2-PYRROLIDINECARBOXYLATE	GPI-1046
XDDAORKBJWWYJS-UHFFFAOYSA-O	C(C(=O)O)[NH2+]CP(=O)(O)O	GLYPHOSATE	
YHWGRVDTEORPPJ-XSEHCYKFSA-N	C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)F	5-fluoro-1-(beta-D-glucopyranosyl)pyrimidine-2,4(1H,3H)-dione	
